# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.global.updates.ms,1764465381423000000,1764465441435000000,0
jps.global.initialize.library.bridges.ms,1764465381423000000,1764465441435000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1764465381423000000,1764465441435000000,3
workspaceModel.mutableEntityStorage.collect.changes.ms,1764465381423000000,1764465441435000000,1
workspaceModel.save.cache.to.file.ms,1764465381423000000,1764465441435000000,36
workspaceModel.moduleBridgeLoader.loading.modules.ms,1764465381423000000,1764465441435000000,78
workspaceModel.orphan.listener.update.ms,1764465381423000000,1764465441435000000,1
jps.load.initial.state.ms,1764465381423000000,1764465441435000000,5
workspaceModel.mutableEntityStorage.add.entity.ms,1764465381423000000,1764465441435000000,16
jps.library.entities.serializer.save.entities.ms,1764465381423000000,1764465441435000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1764465381423000000,1764465441435000000,2
workspaceModel.moduleBridge.facet.initialization.ms,1764465381423000000,1764465441435000000,0
jps.modifiable.module.model.bridge.disposing.ms,1764465381423000000,1764465441435000000,0
workspaceModel.moduleBridge.update.option.ms,1764465381423000000,1764465441435000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1764465381423000000,1764465441435000000,0
jps.global.get.library.by.name.ms,1764465381423000000,1764465441435000000,0
jps.app.storage.content.reader.load.component.ms,1764465381423000000,1764465441435000000,0
jps.global.handle.changed.events.ms,1764465381423000000,1764465441435000000,0
jps.load.project.to.empty.storage.ms,1764465381423000000,1764465441435000000,27
jps.module.iml.entities.serializer.save.entities.ms,1764465381423000000,1764465441435000000,8
jps.facet.change.listener.init.bridge.ms,1764465381423000000,1764465441435000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1764465381423000000,1764465441435000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1764465381423000000,1764465441435000000,0
workspaceModel.global.updates.count,1764465381423000000,1764465441435000000,0
jps.module.iml.entities.serializer.load.entities.ms,1764465381423000000,1764465441435000000,0
workspaceModel.moduleBridge.before.changed.ms,1764465381423000000,1764465441435000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1764465381423000000,1764465441435000000,11
workspaceModel.mutableEntityStorage.referrers.ms,1764465381423000000,1764465441435000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1764465381423000000,1764465441435000000,0
jps.modifiable.module.model.bridge.load.module.ms,1764465381423000000,1764465441435000000,0
jps.global.initialize.library.bridges.after.loading.ms,1764465381423000000,1764465441435000000,0
workspaceModel.global.apply.state.to.project.ms,1764465381423000000,1764465441435000000,0
jps.save.global.entities.ms,1764465381423000000,1764465441435000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1764465381423000000,1764465441435000000,0
jps.library.entities.serializer.load.entities.ms,1764465381423000000,1764465441435000000,0
workspaceModel.mutableEntityStorage.entities.ms,1764465381423000000,1764465441435000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1764465381423000000,1764465441435000000,1
jps.artifact.entities.serializer.load.entities.ms,1764465381423000000,1764465441435000000,0
jps.global.get.library.ms,1764465381423000000,1764465441435000000,0
workspaceModel.load.cache.from.file.ms,1764465381423000000,1764465441435000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1764465381423000000,1764465441435000000,1
jps.global.get.libraries.ms,1764465381423000000,1764465441435000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1764465381423000000,1764465441435000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1764465381423000000,1764465441435000000,2
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1764465381423000000,1764465441435000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1764465381423000000,1764465441435000000,1
jps.apply.loaded.storage.ms,1764465381423000000,1764465441435000000,29
jps.modifiable.module.model.bridge.renaming.ms,1764465381423000000,1764465441435000000,0
jps.save.changed.project.entities.ms,1764465381423000000,1764465441435000000,14
workspaceModel.mutableEntityStorage.remove.entity.ms,1764465381423000000,1764465441435000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1764465381423000000,1764465441435000000,0
jps.storage.jps.conf.reader.load.component.ms,1764465381423000000,1764465441435000000,2
jps.modifiable.module.model.bridge.new.module.ms,1764465381423000000,1764465441435000000,25
jps.project.serializers.save.ms,1764465381423000000,1764465441435000000,14
workspaceModel.mutableEntityStorage.replace.by.source.ms,1764465381423000000,1764465441435000000,2
jps.facet.change.listener.process.change.events.ms,1764465381423000000,1764465441435000000,1
jps.global.handle.before.change.events.ms,1764465381423000000,1764465441435000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1764465381423000000,1764465441435000000,62
jps.project.serializers.load.ms,1764465381423000000,1764465441435000000,1
workspaceModel.sync.entities.ms,1764465381423000000,1764465441435000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1764465381423000000,1764465441435000000,3
jps.facet.change.listener.before.change.events.ms,1764465381423000000,1764465441435000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1764465381423000000,1764465441435000000,10
jps.artifact.entities.serializer.save.entities.ms,1764465381423000000,1764465441435000000,0
jps.app.storage.content.writer.save.component.ms,1764465381423000000,1764465441435000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1764465381423000000,1764465441435000000,0
jps.reload.project.entities.ms,1764465381423000000,1764465441435000000,0
Indexes.stubs.lookupDurationMaxMs,1764465381423000000,1764465441435000000,8.0
Indexes.stubs.lookupDuration90PMs,1764465381423000000,1764465441435000000,0.0
Indexes.entries.lookupDurationMaxMs,1764465381423000000,1764465441435000000,7.0
IndexesFlusher.totalFlushes,1764465381423000000,1764465441435000000,107
IndexesFlusher.totalFlushingTimeUs,1764465381423000000,1764465441435000000,766935
VFSFlusher.totalFlushes,1764465381423000000,1764465441435000000,7
Indexes.allKeys.lookups,1764465381423000000,1764465441435000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1764465381423000000,1764465441435000000,0
Indexes.stubs.lookups,1764465381423000000,1764465441435000000,36.0
Indexes.allKeys.lookupDurationMaxMs,1764465381423000000,1764465441435000000,0.0
VFSFlusher.totalFlushesRetried,1764465381423000000,1764465441435000000,0
Indexes.entries.lookupDurationAvgMs,1764465381423000000,1764465441435000000,0.3055555555555556
VFSFlusher.totalContentionQuotaSpent,1764465381423000000,1764465441435000000,0
IndexesFlusher.totalFlushesRetried,1764465381423000000,1764465441435000000,0
Indexes.allKeys.lookupDuration90PMs,1764465381423000000,1764465441435000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1764465381423000000,1764465441435000000,0.0
Indexes.entries.lookups,1764465381423000000,1764465441435000000,36.0
VFSFlusher.totalFlushingTimeUs,1764465381423000000,1764465441435000000,57007
Indexes.entries.lookupDuration90PMs,1764465381423000000,1764465441435000000,1.0
Indexes.stubs.lookupDurationAvgMs,1764465381423000000,1764465441435000000,0.5833333333333334
FlushQueue.waitingTimeAvgNs,1764465381423000000,1764465441435000000,2.5028700075036075E7
AWTEventQueue.eventsDispatched,1764465381423000000,1764465441435000000,3639
FlushQueue.waitingTimeMaxNs,1764465381423000000,1764465441435000000,822083583
FlushQueue.queueSize90P,1764465381423000000,1764465441435000000,22
FlushQueue.queueSizeAvg,1764465381423000000,1764465441435000000,6.432178932178932
FlushQueue.executionTime90PNs,1764465381423000000,1764465441435000000,901119
FlushQueue.tasksExecuted,1764465381423000000,1764465441435000000,1386
NonBlockingReadAction.finalizedExecutionTimeUs,1764465381423000000,1764465441435000000,2563410
AWTEventQueue.dispatchTimeAvgNs,1764465381423000000,1764465441435000000,1600575.8065402582
FlushQueue.executionTimeAvgNs,1764465381423000000,1764465441435000000,1878674.036075036
FlushQueue.waitingTime90PNs,1764465381423000000,1764465441435000000,58195967
FlushQueue.queueSizeMax,1764465381423000000,1764465441435000000,56
AWTEventQueue.dispatchTime90PNs,1764465381423000000,1764465441435000000,1245183
AWTEventQueue.dispatchTimeMaxNs,1764465381423000000,1764465441435000000,763363327
FlushQueue.executionTimeMaxNs,1764465381423000000,1764465441435000000,534773759
NonBlockingReadAction.failedExecutionsCount,1764465381423000000,1764465441435000000,4
NonBlockingReadAction.failedExecutionTimeUs,1764465381423000000,1764465441435000000,37838
AWTEventQueue.dispatchTimeTotalNS,1764465381423000000,1764465441435000000,5824624235
NonBlockingReadAction.finalizedExecutionsCount,1764465381423000000,1764465441435000000,345
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1764465381423000000,1764465441435000000,271613952
DirectByteBufferAllocator.misses,1764465381423000000,1764465441435000000,254
FilePageCache.disposedBuffers,1764465381423000000,1764465441435000000,5
FilePageCache.pageLoadsAboveSizeThreshold,1764465381423000000,1764465441435000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1764465381423000000,1764465441435000000,67521
FilePageCache.capacityInBytes,1764465381423000000,1764465441435000000,524288000
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1764465381423000000,1764465441435000000,211346
StreamlinedBlobStorage.recordsAllocated,1764465381423000000,1764465441435000000,2686
DirectByteBufferAllocator.disposed,1764465381423000000,1764465441435000000,0
StorageLockContext.competingThreads.max,1764465381423000000,1764465441435000000,1
FilePageCache.pageLoads,1764465381423000000,1764465441435000000,259
FilePageCache.totalPageLoadsUs,1764465381423000000,1764465441435000000,156320
FilePageCache.pageFastCacheHits,1764465381423000000,1764465441435000000,159368
DirectByteBufferAllocator.reclaimed,1764465381423000000,1764465441435000000,5
FilePageCache.maxRegisteredFiles,1764465381423000000,1764465441435000000,840
FilePageCache.uncachedFileAccess,1764465381423000000,1764465441435000000,395
FilePageCache.totalPageDisposalsUs,1764465381423000000,1764465441435000000,385
StorageLockContext.competingThreads.90P,1764465381423000000,1764465441435000000,0
StreamlinedBlobStorage.recordsRelocated,1764465381423000000,1764465441435000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1764465381423000000,1764465441435000000,0
FilePageCache.pageHits,1764465381423000000,1764465441435000000,0
StreamlinedBlobStorage.recordsDeleted,1764465381423000000,1764465441435000000,17
DirectByteBufferAllocator.hits,1764465381423000000,1764465441435000000,5
FilePageCache.maxCacheSizeInBytes,1764465381423000000,1764465441435000000,271613952
StorageLockContext.competingThreads.avg,1764465381423000000,1764465441435000000,0.00847457627118644
workspaceModel.check.recursive.update.ms,1764465381423000000,1764465441435000000,0
workspaceModel.pre.handlers.ms,1764465381423000000,1764465441435000000,1
workspaceModel.to.snapshot.ms,1764465381423000000,1764465441435000000,0
workspaceModel.collect.changes.ms,1764465381423000000,1764465441435000000,0
workspaceModel.updates.count,1764465381423000000,1764465441435000000,4
workspaceModel.update.unloaded.entities.ms,1764465381423000000,1764465441435000000,0
workspaceModel.loading.total.ms,1764465381423000000,1764465441435000000,16
workspaceModel.updates.ms,1764465381423000000,1764465441435000000,70
workspaceModel.init.bridges.ms,1764465381423000000,1764465441435000000,2
workspaceModel.replace.project.model.ms,1764465381423000000,1764465441435000000,0
workspaceModel.initializing.ms,1764465381423000000,1764465441435000000,2
workspaceModel.loading.from.cache.ms,1764465381423000000,1764465441435000000,12
workspaceModel.updates.precise.ms,1764465381423000000,1764465441435000000,2
FileNameCache.queries,1764465381423000000,1764465441435000000,826752
FileNameCache.fastMisses,1764465381423000000,1764465441435000000,65362
FileNameCache.totalMisses,1764465381423000000,1764465441435000000,39256
JVM.usedNativeBytes,1764465381423000000,1764465441435000000,342353112
JVM.maxHeapBytes,1764465381423000000,1764465441435000000,2147483648
JVM.usedHeapBytes,1764465381423000000,1764465441435000000,335352560
JVM.GC.collections,1764465381423000000,1764465441435000000,31
OS.loadAverage,1764465381423000000,1764465441435000000,18.5458984375
JVM.threadCount,1764465381423000000,1764465441435000000,135
JVM.maxNativeBytes,1764465381423000000,1764465441435000000,-1
JVM.GC.collectionTimesMs,1764465381423000000,1764465441435000000,124
JVM.totalCpuTimeMs,1764465381423000000,1764465441435000000,38351
workspaceModel.global.updates.ms,1764465441435000000,1764465501434000000,0
jps.global.initialize.library.bridges.ms,1764465441435000000,1764465501434000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1764465441435000000,1764465501434000000,3
workspaceModel.mutableEntityStorage.collect.changes.ms,1764465441435000000,1764465501434000000,1
workspaceModel.save.cache.to.file.ms,1764465441435000000,1764465501434000000,36
workspaceModel.moduleBridgeLoader.loading.modules.ms,1764465441435000000,1764465501434000000,78
workspaceModel.orphan.listener.update.ms,1764465441435000000,1764465501434000000,1
jps.load.initial.state.ms,1764465441435000000,1764465501434000000,5
workspaceModel.mutableEntityStorage.add.entity.ms,1764465441435000000,1764465501434000000,16
jps.library.entities.serializer.save.entities.ms,1764465441435000000,1764465501434000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1764465441435000000,1764465501434000000,2
workspaceModel.moduleBridge.facet.initialization.ms,1764465441435000000,1764465501434000000,0
jps.modifiable.module.model.bridge.disposing.ms,1764465441435000000,1764465501434000000,0
workspaceModel.moduleBridge.update.option.ms,1764465441435000000,1764465501434000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1764465441435000000,1764465501434000000,0
jps.global.get.library.by.name.ms,1764465441435000000,1764465501434000000,0
jps.app.storage.content.reader.load.component.ms,1764465441435000000,1764465501434000000,0
jps.global.handle.changed.events.ms,1764465441435000000,1764465501434000000,0
jps.load.project.to.empty.storage.ms,1764465441435000000,1764465501434000000,27
jps.module.iml.entities.serializer.save.entities.ms,1764465441435000000,1764465501434000000,8
jps.facet.change.listener.init.bridge.ms,1764465441435000000,1764465501434000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1764465441435000000,1764465501434000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1764465441435000000,1764465501434000000,0
workspaceModel.global.updates.count,1764465441435000000,1764465501434000000,0
jps.module.iml.entities.serializer.load.entities.ms,1764465441435000000,1764465501434000000,0
workspaceModel.moduleBridge.before.changed.ms,1764465441435000000,1764465501434000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1764465441435000000,1764465501434000000,11
workspaceModel.mutableEntityStorage.referrers.ms,1764465441435000000,1764465501434000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1764465441435000000,1764465501434000000,0
jps.modifiable.module.model.bridge.load.module.ms,1764465441435000000,1764465501434000000,0
jps.global.initialize.library.bridges.after.loading.ms,1764465441435000000,1764465501434000000,0
workspaceModel.global.apply.state.to.project.ms,1764465441435000000,1764465501434000000,0
jps.save.global.entities.ms,1764465441435000000,1764465501434000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1764465441435000000,1764465501434000000,0
jps.library.entities.serializer.load.entities.ms,1764465441435000000,1764465501434000000,0
workspaceModel.mutableEntityStorage.entities.ms,1764465441435000000,1764465501434000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1764465441435000000,1764465501434000000,1
jps.artifact.entities.serializer.load.entities.ms,1764465441435000000,1764465501434000000,0
jps.global.get.library.ms,1764465441435000000,1764465501434000000,0
workspaceModel.load.cache.from.file.ms,1764465441435000000,1764465501434000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1764465441435000000,1764465501434000000,1
jps.global.get.libraries.ms,1764465441435000000,1764465501434000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1764465441435000000,1764465501434000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1764465441435000000,1764465501434000000,2
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1764465441435000000,1764465501434000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1764465441435000000,1764465501434000000,1
jps.apply.loaded.storage.ms,1764465441435000000,1764465501434000000,29
jps.modifiable.module.model.bridge.renaming.ms,1764465441435000000,1764465501434000000,0
jps.save.changed.project.entities.ms,1764465441435000000,1764465501434000000,14
workspaceModel.mutableEntityStorage.remove.entity.ms,1764465441435000000,1764465501434000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1764465441435000000,1764465501434000000,0
jps.storage.jps.conf.reader.load.component.ms,1764465441435000000,1764465501434000000,2
jps.modifiable.module.model.bridge.new.module.ms,1764465441435000000,1764465501434000000,25
jps.project.serializers.save.ms,1764465441435000000,1764465501434000000,14
workspaceModel.mutableEntityStorage.replace.by.source.ms,1764465441435000000,1764465501434000000,2
jps.facet.change.listener.process.change.events.ms,1764465441435000000,1764465501434000000,1
jps.global.handle.before.change.events.ms,1764465441435000000,1764465501434000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1764465441435000000,1764465501434000000,62
jps.project.serializers.load.ms,1764465441435000000,1764465501434000000,1
workspaceModel.sync.entities.ms,1764465441435000000,1764465501434000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1764465441435000000,1764465501434000000,3
jps.facet.change.listener.before.change.events.ms,1764465441435000000,1764465501434000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1764465441435000000,1764465501434000000,10
jps.artifact.entities.serializer.save.entities.ms,1764465441435000000,1764465501434000000,0
jps.app.storage.content.writer.save.component.ms,1764465441435000000,1764465501434000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1764465441435000000,1764465501434000000,0
jps.reload.project.entities.ms,1764465441435000000,1764465501434000000,0
Indexes.stubs.lookupDurationMaxMs,1764465441435000000,1764465501434000000,0.0
Indexes.stubs.lookupDuration90PMs,1764465441435000000,1764465501434000000,0.0
Indexes.entries.lookupDurationMaxMs,1764465441435000000,1764465501434000000,0.0
IndexesFlusher.totalFlushes,1764465441435000000,1764465501434000000,117
IndexesFlusher.totalFlushingTimeUs,1764465441435000000,1764465501434000000,491978
VFSFlusher.totalFlushes,1764465441435000000,1764465501434000000,0
Indexes.allKeys.lookups,1764465441435000000,1764465501434000000,0.0
IndexesFlusher.totalContentionQuotaSpent,1764465441435000000,1764465501434000000,0
Indexes.stubs.lookups,1764465441435000000,1764465501434000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1764465441435000000,1764465501434000000,0.0
VFSFlusher.totalFlushesRetried,1764465441435000000,1764465501434000000,0
Indexes.entries.lookupDurationAvgMs,1764465441435000000,1764465501434000000,0.0
VFSFlusher.totalContentionQuotaSpent,1764465441435000000,1764465501434000000,0
IndexesFlusher.totalFlushesRetried,1764465441435000000,1764465501434000000,0
Indexes.allKeys.lookupDuration90PMs,1764465441435000000,1764465501434000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1764465441435000000,1764465501434000000,0.0
Indexes.entries.lookups,1764465441435000000,1764465501434000000,0.0
VFSFlusher.totalFlushingTimeUs,1764465441435000000,1764465501434000000,0
Indexes.entries.lookupDuration90PMs,1764465441435000000,1764465501434000000,0.0
Indexes.stubs.lookupDurationAvgMs,1764465441435000000,1764465501434000000,0.0
FlushQueue.waitingTimeAvgNs,1764465441435000000,1764465501434000000,456162.62295081967
AWTEventQueue.eventsDispatched,1764465441435000000,1764465501434000000,318
FlushQueue.waitingTimeMaxNs,1764465441435000000,1764465501434000000,4194303
FlushQueue.queueSize90P,1764465441435000000,1764465501434000000,0
FlushQueue.queueSizeAvg,1764465441435000000,1764465501434000000,0.0
FlushQueue.executionTime90PNs,1764465441435000000,1764465501434000000,164863
FlushQueue.tasksExecuted,1764465441435000000,1764465501434000000,122
NonBlockingReadAction.finalizedExecutionTimeUs,1764465441435000000,1764465501434000000,0
AWTEventQueue.dispatchTimeAvgNs,1764465441435000000,1764465501434000000,247019.27044025157
FlushQueue.executionTimeAvgNs,1764465441435000000,1764465501434000000,117469.90163934426
FlushQueue.waitingTime90PNs,1764465441435000000,1764465501434000000,946175
FlushQueue.queueSizeMax,1764465441435000000,1764465501434000000,0
AWTEventQueue.dispatchTime90PNs,1764465441435000000,1764465501434000000,503807
AWTEventQueue.dispatchTimeMaxNs,1764465441435000000,1764465501434000000,3981311
FlushQueue.executionTimeMaxNs,1764465441435000000,1764465501434000000,3604479
NonBlockingReadAction.failedExecutionsCount,1764465441435000000,1764465501434000000,0
NonBlockingReadAction.failedExecutionTimeUs,1764465441435000000,1764465501434000000,0
AWTEventQueue.dispatchTimeTotalNS,1764465441435000000,1764465501434000000,78532346
NonBlockingReadAction.finalizedExecutionsCount,1764465441435000000,1764465501434000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1764465441435000000,1764465501434000000,271613952
DirectByteBufferAllocator.misses,1764465441435000000,1764465501434000000,0
FilePageCache.disposedBuffers,1764465441435000000,1764465501434000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1764465441435000000,1764465501434000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1764465441435000000,1764465501434000000,0
FilePageCache.capacityInBytes,1764465441435000000,1764465501434000000,524288000
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1764465441435000000,1764465501434000000,0
StreamlinedBlobStorage.recordsAllocated,1764465441435000000,1764465501434000000,0
DirectByteBufferAllocator.disposed,1764465441435000000,1764465501434000000,0
StorageLockContext.competingThreads.max,1764465441435000000,1764465501434000000,0
FilePageCache.pageLoads,1764465441435000000,1764465501434000000,0
FilePageCache.totalPageLoadsUs,1764465441435000000,1764465501434000000,0
FilePageCache.pageFastCacheHits,1764465441435000000,1764465501434000000,0
DirectByteBufferAllocator.reclaimed,1764465441435000000,1764465501434000000,0
FilePageCache.maxRegisteredFiles,1764465441435000000,1764465501434000000,840
FilePageCache.uncachedFileAccess,1764465441435000000,1764465501434000000,0
FilePageCache.totalPageDisposalsUs,1764465441435000000,1764465501434000000,0
StorageLockContext.competingThreads.90P,1764465441435000000,1764465501434000000,0
StreamlinedBlobStorage.recordsRelocated,1764465441435000000,1764465501434000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1764465441435000000,1764465501434000000,0
FilePageCache.pageHits,1764465441435000000,1764465501434000000,0
StreamlinedBlobStorage.recordsDeleted,1764465441435000000,1764465501434000000,0
DirectByteBufferAllocator.hits,1764465441435000000,1764465501434000000,0
FilePageCache.maxCacheSizeInBytes,1764465441435000000,1764465501434000000,271613952
StorageLockContext.competingThreads.avg,1764465441435000000,1764465501434000000,0.0
workspaceModel.check.recursive.update.ms,1764465441435000000,1764465501434000000,0
workspaceModel.pre.handlers.ms,1764465441435000000,1764465501434000000,1
workspaceModel.to.snapshot.ms,1764465441435000000,1764465501434000000,0
